Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
Norm of the North,2.1,1.9,177972,14024290.0,2016-12-21,90.0,7.0,325.0,32.0,12.0,2016.0,normofthenorth,"De
Trevor Wall"
Complete Unknown,,1.8,235718,,2017-08-22,90.0,,175.0,29.0,8.0,2017.0,completeunknown,"De
Joshua Marston"
Eliminators,,2.4,236732,,2017-05-08,94.0,,92.0,10.0,5.0,2017.0,eliminators,"De
James Nunn"
The Devil's Hour,,2.5,278007,,2019-09-18,94.0,,164.0,29.0,9.0,2019.0,thedevilshour,
Yoga Hosers,,1.7,230102,,2017-03-12,88.0,,164.0,18.0,3.0,2017.0,yogahosers,"De
Kevin Smith"
Batman: The Killing Joke,,3.4,239324,,2016-07-26,73.0,,642.0,55.0,7.0,2016.0,batmanthekillingjoke,"De
Sam Liu"
The Veil,,1.9,227194,,2016-07-19,93.0,,312.0,26.0,7.0,2016.0,theveil,"De
Phil Joanou"
Salt and Fire,1.8,2.1,235433,5500.0,2016-12-07,93.0,18.0,89.0,16.0,12.0,2016.0,saltandfire,"De
Werner Herzog"
Ride Along 2,1.2,2.9,227265,82989655.0,2016-03-30,102.0,5.0,709.0,28.0,3.0,2016.0,ridealong2,"De
Tim Story"
Absolutely Fabulous: The Movie,2.6,1.9,199447,6544.0,2016-12-07,88.0,16.0,210.0,29.0,12.0,2016.0,absolutelyfabulousthemovie,"De
Mandie Fletcher"
Amateur Night,,1.9,233909,,2017-07-04,92.0,,200.0,14.0,7.0,2017.0,amateurnight,"De
Joe Syracuse,
Lisa Addario"
Sniper: Ghost Shooter,,2.2,247629,,2016-08-24,99.0,,86.0,11.0,8.0,2016.0,sniperghostshooter,"De
Don Michael Paul"
The Hollars,,3.1,228755,,2016-12-26,88.0,,169.0,11.0,12.0,2016.0,thehollars,"De
John Krasinski"
Birth of the Dragon,,2.8,218993,2501100.0,2018-02-06,95.0,,226.0,35.0,2.0,2018.0,birthofthedragon,"De
George Nolfi"
LBJ,,2.8,238668,,2018-05-09,97.0,,111.0,13.0,5.0,2018.0,lbj,"De
Rob Reiner"
The True Memoirs Of An International Assassin,,2.9,237726,,2016-11-11,98.0,,340.0,25.0,11.0,2016.0,thetruememoirsofaninternationalassassin,"De
Jeff Wadlow"
The Hollow Point,,2.2,221421,,2017-04-30,97.0,,131.0,18.0,4.0,2017.0,thehollowpoint,"De
Gonzalo Lopez-Gallego"
Fair Haven,,3.7,247352,,2016-12-07,92.0,,37.0,6.0,12.0,2016.0,fairhaven,"De
Kerstin Karlhuber"
My Big Fat Greek Wedding 2,3.0,2.3,229251,46809020.0,2016-03-30,94.0,4.0,208.0,17.0,3.0,2016.0,mybigfatgreekwedding2,"De
Kirk Jones (II)"
Middle School: The Worst Years of My Life,,2.8,242775,13857132.0,2017-09-12,92.0,,171.0,14.0,9.0,2017.0,middleschooltheworstyearsofmylife,"De
Steve Carr"
Meet The Blacks,,1.5,244188,4086000.0,2017-01-04,90.0,,133.0,15.0,1.0,2017.0,meettheblacks,"De
Deon Taylor"
Broken Vows,,1.9,229934,,2017-02-07,95.0,,53.0,6.0,2.0,2017.0,brokenvows,"De
Bram Coppens"
Elvis & Nixon,3.4,3.1,198759,41357.0,2016-07-20,87.0,22.0,767.0,105.0,7.0,2016.0,elvisnixon,"De
Liza Johnson"
Kindergarten Cop 2,,1.6,238576,,2016-05-18,100.0,,131.0,12.0,5.0,2016.0,kindergartencop2,"De
Don Michael Paul"
The Disappointments Room,,2.1,230224,,2017-11-12,96.0,,67.0,6.0,11.0,2017.0,thedisappointmentsroom,"De
D.J. Caruso"
Almost Friends,,2.6,240339,,2018-07-09,101.0,,100.0,7.0,7.0,2018.0,almostfriends,"De
Jake Goldberger"
Home Invasion,,2.3,243524,,2016-03-02,88.0,,35.0,7.0,3.0,2016.0,homeinvasion,"De
David Tennant (II)"
The Great Gilly Hopkins,2.7,3.4,226997,7704.0,2016-02-24,97.0,10.0,129.0,24.0,2.0,2016.0,thegreatgillyhopkins,"De
Stephen Herek"
Pandemic,,1.5,244586,,2016-05-24,92.0,,221.0,24.0,5.0,2016.0,pandemic,"De
John Suits"
We Go On,,1.9,245448,,2021-06-10,89.0,,63.0,13.0,6.0,2021.0,wegoon,"De
Jesse Holland,
Andy Mitton"
Satanic,,1.1,247914,,2017-05-05,85.0,,270.0,54.0,5.0,2017.0,satanic,"De
Jeffrey G. Hunt"
Ice Sharks,,1.3,250193,,2021-11-11,85.0,,28.0,7.0,11.0,2021.0,icesharks,"De
Emile Edwin Smith"
Incarnate,,2.2,224082,2534884.0,2017-04-25,87.0,,269.0,30.0,4.0,2017.0,incarnate,"De
Brad Peyton"
The Ottoman Lieutenant,,2.8,239668,,2017-09-17,106.0,,156.0,14.0,9.0,2017.0,theottomanlieutenant,"De
Joseph Ruben"
Frank & Lola,,2.3,234481,,2017-04-24,88.0,,113.0,12.0,4.0,2017.0,franklola,"De
Matthew M. Ross"
A Cinderella Story: If The Shoe Fits,,2.9,245572,,2016-09-21,92.0,,71.0,5.0,9.0,2016.0,acinderellastoryiftheshoefits,"De
Michelle Johnston"
It Stains The Sands Red,,2.2,255215,,2017-10-31,92.0,,150.0,35.0,10.0,2017.0,itstainsthesandsred,"De
Colin Minihan"
Permission,,2.0,244722,,2018-02-28,96.0,,125.0,17.0,2.0,2018.0,permission,"De
Brian Crano"
The Black Room,,1.3,249047,,2017-08-09,91.0,,83.0,10.0,8.0,2017.0,theblackroom,"De
Rolfe Kanefsky"
Lovesong,,2.8,234498,,2017-05-22,84.0,,68.0,6.0,5.0,2017.0,lovesong,"De
So Yong Kim"
David Brent: Life On The Road,,3.4,230732,,2021-08-19,96.0,,56.0,5.0,8.0,2021.0,davidbrentlifeontheroad,"De
Ricky Gervais"
Kicks,,3.2,245551,,2017-06-14,87.0,,114.0,10.0,6.0,2017.0,kicks,"De
Justin Tipping"
Decommissioned,,1.7,266745,,2020-09-15,83.0,,19.0,6.0,9.0,2020.0,decommissioned,"De
Timothy Woodward Jr."
King Cobra,,2.5,243019,,2017-12-07,92.0,,197.0,10.0,12.0,2017.0,kingcobra,"De
Justin Kelly"
Rock Dog,,3.1,236988,,2018-01-23,80.0,,64.0,7.0,1.0,2018.0,rockdog,"De
Ash Brannon"
The Perfect Weapon,,1.4,242919,,2016-09-08,90.0,,36.0,8.0,9.0,2016.0,theperfectweapon,"De
Titus Paar"
The Preppie Connection,,3.1,230646,,2022-03-25,,,98.0,7.0,3.0,2022.0,thepreppieconnection,"De
Joseph Castelo"
Confirmation,,3.1,236181,,2018-07-12,110.0,,103.0,9.0,7.0,2018.0,confirmation,"De
Rick Famuyiwa"
God’s Not Dead 2,,1.8,239058,14024089.0,2021-09-09,120.0,,34.0,6.0,9.0,2021.0,godsnotdead2,"De
Harold Cronk"
Indignation,,3.0,233142,,2016-11-08,110.0,,109.0,10.0,11.0,2016.0,indignation,"De
James Schamus"
Una,,3.3,232920,,2017-12-15,94.0,,73.0,7.0,12.0,2017.0,una,"De
Benedict Andrews"
Wolves,,2.5,238664,,2016-02-01,109.0,,46.0,5.0,2.0,2016.0,wolves,"De
Bart Freundlich"
Shepherds and Butchers,,3.7,243379,,2022-10-24,106.0,,90.0,16.0,10.0,2022.0,shepherdsandbutchers,"De
Oliver Schmitz"
The Curse of Sleeping Beauty,,2.1,246343,,2016-07-29,86.0,,62.0,11.0,7.0,2016.0,thecurseofsleepingbeauty,"De
Pearry Reginald Teo"
Zoombies,,1.6,244998,,2016-10-04,87.0,,77.0,18.0,10.0,2016.0,zoombies,"De
Glenn Miller (II)"
The Greasy Strangler,,2.2,243230,,2017-01-24,93.0,,130.0,17.0,1.0,2017.0,thegreasystrangler,"De
Jim Hosking"
Edge Of Winter,,2.6,238877,,2018-03-29,89.0,,64.0,12.0,3.0,2018.0,edgeofwinter,"Par
Kyle Mann"
The Cleansing Hour,,3.0,247273,,2020-07-09,95.0,,19.0,5.0,7.0,2020.0,thecleansinghour,"De
Damien LeVeck"
Sharknado: The 4th Awakens,,1.6,236472,,2019-02-19,85.0,,151.0,22.0,2.0,2019.0,sharknadothe4thawakens,"De
Anthony C. Ferrante"
Roger Corman's Death Race 2050,,1.3,245239,,2017-01-17,93.0,,106.0,19.0,1.0,2017.0,rogercormansdeathrace2050,"De
G.J. Echternkamp"
Approaching The Unknown,,2.0,247102,,2019-06-13,90.0,,118.0,18.0,6.0,2019.0,approachingtheunknown,"De
Mark Elijah Rosenberg"
Tramps,,2.7,250481,,2020-04-28,82.0,,60.0,8.0,4.0,2020.0,tramps,"De
Adam Leon"
Paris Can Wait,,1.8,240390,,2017-09-12,92.0,,61.0,10.0,9.0,2017.0,pariscanwait,"De
Eleanor Coppola"
Small Town Crime,,2.8,247769,,2018-03-31,91.0,,72.0,12.0,3.0,2018.0,smalltowncrime,"De
Eshom Nelms,
Ian Nelms"
Sniper: Special Ops,,1.8,245234,,2020-10-08,86.0,,26.0,6.0,10.0,2020.0,sniperspecialops,"De
Fred Olen Ray"
Back In The Day,,2.3,246057,,2017-10-04,121.0,,22.0,6.0,10.0,2017.0,backintheday,"De
Paul Borghese"
Come and Find Me,,2.6,238826,,2017-07-11,112.0,,180.0,16.0,7.0,2017.0,comeandfindme,"De
Zack Whedon"
Southside With You,2.6,2.1,233908,20162.0,2016-08-31,83.0,12.0,206.0,16.0,8.0,2016.0,southsidewithyou,"De
Richard Tanne"
Don't Kill It,,1.8,249014,,2017-09-06,83.0,,69.0,13.0,9.0,2017.0,dontkillit,"De
Mike Mendez"
Madtown,,2.4,254027,,2020-10-09,120.0,,59.0,8.0,10.0,2020.0,madtown,"De
Charles Moore"
Saltwater: Atomic Shark,,1.4,263961,,2020-01-14,90.0,,31.0,7.0,1.0,2020.0,saltwateratomicshark,
Te Ata,2.2,3.9,258188,1341.0,2019-07-17,101.0,5.0,15.0,6.0,7.0,2019.0,teata,"De
Nathan Frankowski"
Buster's Mal Heart,,2.4,242419,,2020-04-28,96.0,,117.0,11.0,4.0,2020.0,bustersmalheart,"De
Sarah Adina Smith"
The Eyes Of My Mother,,2.5,243444,,2023-03-17,76.0,,31.0,9.0,3.0,2023.0,theeyesofmymother,"De
Nicolas Pesce"
Who Gets the Dog ?,,2.1,250460,,2018-12-12,95.0,,49.0,5.0,12.0,2018.0,whogetsthedog,"De
Huck Botko"
The Late Bloomer,,2.1,240487,,2020-11-07,90.0,,127.0,10.0,11.0,2020.0,thelatebloomer,"De
Kevin Pollak"
Code of Honor,,1.9,246216,,2016-06-24,106.0,,58.0,11.0,6.0,2016.0,codeofhonor,"De
Michael Winnick"
Mascots,,2.1,249168,,2022-10-24,89.0,,38.0,7.0,10.0,2022.0,mascots,"De
Christopher Guest"
Batman: Bad Blood,,3.6,241754,,2016-01-19,70.0,,239.0,18.0,1.0,2016.0,batmanbadblood,"De
Jay Oliva"
Honey 3: Dare to Dance,,2.5,248215,,2016-11-18,97.0,,93.0,5.0,11.0,2016.0,honey3daretodance,"De
Bille Woodruff"
The Persian Connection,,2.0,245842,,2018-06-25,103.0,,20.0,5.0,6.0,2018.0,thepersianconnection,"De
Daniel Grove"
Planet of the Sharks,,1.2,249947,,2023-01-16,85.0,,41.0,6.0,1.0,2023.0,planetofthesharks,"De
Mark Atkins"
Money,,2.0,248484,,2017-10-13,88.0,,60.0,9.0,10.0,2017.0,money,"De
Martín Rosete"
The Drowning,,2.1,251280,,2021-08-24,95.0,,54.0,13.0,8.0,2021.0,thedrowning,"De
Bette Gordon"
Opening Night,,2.2,233482,,2020-04-28,90.0,,26.0,7.0,4.0,2020.0,openingnight,"De
Issac Rentz"
Lowriders,,2.8,232730,2403885.0,2017-09-19,99.0,,42.0,5.0,9.0,2017.0,lowriders,"De
Ricardo de Montreuil"
Officer Downe,,1.8,222813,,2017-03-07,103.0,,38.0,7.0,3.0,2017.0,officerdowne,"De
Shawn Crahan"
Bottom Of The World,,2.2,231233,,2019-04-18,,,37.0,8.0,4.0,2019.0,bottomoftheworld,"De
Richard Sears"
Justice League vs. Teen Titans,,3.6,244461,,2016-04-13,86.0,,120.0,9.0,4.0,2016.0,justiceleaguevsteentitans,"De
Sam Liu"
The Transfiguration,3.1,2.9,246692,1668.0,2017-07-26,97.0,14.0,94.0,19.0,7.0,2017.0,thetransfiguration,"De
Michael O'Shea"
Hurricane Bianca,,3.0,250109,,2017-08-19,,,56.0,11.0,8.0,2017.0,hurricanebianca,"De
Matt Kugelman"
Equity,,2.1,237285,,2016-12-12,104.0,,37.0,6.0,12.0,2016.0,equity,"De
Meera Menon"
Revengeance,3.5,3.2,246629,1370.0,2017-04-05,71.0,14.0,53.0,5.0,4.0,2017.0,revengeance,"De
Bill Plympton,
Jim Lujan"
Vincent-N-Roxxy,,2.1,232734,,2017-12-13,110.0,,93.0,13.0,12.0,2017.0,vincentnroxxy,"De
Gary Michael Schultz"
Be Somebody,,3.0,247130,,2016-02-01,88.0,,39.0,5.0,2.0,2016.0,besomebody,"De
Joshua Caldwell"
Batman: Return of The Caped Crusaders,,2.6,249563,,2016-11-02,78.0,,61.0,8.0,11.0,2016.0,batmanreturnofthecapedcrusaders,"De
Rick Morales"
N.O.L.A Circus,1.8,2.8,247587,354.0,2016-09-28,85.0,6.0,37.0,16.0,9.0,2016.0,nolacircus,"De
Luc Annest"
Heaven Sent,,3.4,259916,,,90.0,,36.0,7.0,,,heavensent,"De
Michael Landon Jr."
The Belko Experiment,,2.7,237193,7648935.0,,88.0,,451.0,51.0,,,thebelkoexperiment,"De
Greg McLean"
Mr. Church,,4.0,232437,,,106.0,,128.0,10.0,,,mrchurch,"De
Bruce Beresford"
Martyrs,,1.9,188000,,,84.0,,86.0,6.0,,,martyrs,"De
Kevin Goetz,
Michael Goetz"
The Love Witch,,3.6,249294,,,120.0,,65.0,9.0,,,thelovewitch,"De
Anna Biller"
SiREN,,2.5,251395,,,82.0,,16.0,5.0,,,siren,"De
Gregg Bishop"
The Whole Truth,,2.7,226890,,,94.0,,223.0,27.0,,,thewholetruth,"De
Courtney Hunt"
Skiptrace,,2.5,221336,,,111.0,,365.0,26.0,,,skiptrace,"De
Renny Harlin"
The Thinning,,3.4,243579,,,90.0,,71.0,8.0,,,thethinning,"De
Michael J. Gallagher"
Rampage 3 : President Down,,3.0,238429,,,,,72.0,8.0,,,rampage3presidentdown,"De
Uwe Boll"
Porto,,2.9,247512,,,74.0,,16.0,5.0,,,porto,"De
Gabe Klinger"
The Crucifixion,,2.0,232947,,,90.0,,139.0,12.0,,,thecrucifixion,"De
Xavier Gens"
Barbershop: The Next Cut,,2.7,227988,51349157.0,,112.0,,178.0,7.0,,,barbershopthenextcut,"De
Malcolm D. Lee"
Blue Mountain State: The Rise of Thadland,,2.6,244447,,,90.0,,111.0,6.0,,,bluemountainstatetheriseofthadland,"De
Lev L. Spiro"
End Of A Gun,,1.6,244253,,,87.0,,47.0,8.0,,,endofagun,"De
Keoni Waxman"
Hot Bot,,1.4,249989,,,93.0,,79.0,9.0,,,hotbot,"De
Michael Polish"
Dead Rising: Endgame,,1.8,245256,,,96.0,,131.0,15.0,,,deadrisingendgame,"De
Pat Williams"
Mothers And Daughters,,2.4,245398,,,90.0,,20.0,5.0,,,mothersanddaughters,"De
Paul Duddridge,
Nigel Levy"
Wolves At The Door,,1.5,237775,,,73.0,,124.0,21.0,,,wolvesatthedoor,"De
John R. Leonetti"
Interrogation,,2.3,248864,,,86.0,,23.0,7.0,,,interrogation,"De
Stephen Reynolds"
Dead Awake,,2.2,240056,,,99.0,,19.0,5.0,,,deadawake,"De
Phillip Guzman"
Teenage Cocktail,,2.2,245924,,,88.0,,83.0,9.0,,,teenagecocktail,"De
John Carchietta"
Beyond the Gates,,2.3,248000,,,84.0,,14.0,5.0,,,beyondthegates,"De
Jackson Stewart"
Get Out,4.0,4.0,241160,167547880.0,2017-05-03,104.0,26.0,25021.0,1159.0,5.0,2017.0,getout,"De
Jordan Peele"
xXx : Return of Xander Cage,2.3,2.2,139202,40200366.0,2017-01-18,107.0,12.0,3554.0,281.0,1.0,2017.0,xxxreturnofxandercage,"De
D.J. Caruso"
Hostiles,4.0,4.1,245241,11958534.0,2018-03-14,134.0,26.0,6767.0,611.0,3.0,2018.0,hostiles,"De
Scott Cooper"
Coco,4.1,4.5,206775,191925612.0,2017-11-15,105.0,31.0,35166.0,1259.0,11.0,2017.0,coco,"De
Lee Unkrich,
Adrian Molina"
Jungle,,3.7,107637,,2018-01-02,115.0,,1263.0,91.0,1.0,2018.0,jungle,"De
Greg McLean"
Call Me By Your Name,4.2,4.2,252439,333578.0,2018-02-28,131.0,35.0,10393.0,626.0,2.0,2018.0,callmebyyourname,"De
Luca Guadagnino"
Blade Runner 2049,3.6,3.8,197686,88051760.0,2017-10-04,164.0,43.0,23171.0,1436.0,10.0,2017.0,bladerunner2049,"De
Denis Villeneuve"
John Wick: Chapter Two,3.1,3.8,235341,89790804.0,2017-02-22,123.0,11.0,8304.0,452.0,2.0,2017.0,johnwickchaptertwo,"De
Chad Stahelski"
It,3.3,3.6,144685,323868540.0,2017-09-20,132.0,32.0,22145.0,1228.0,9.0,2017.0,it,"De
Andy Muschietti"
The Shape of Water,4.1,3.8,246009,49942946.0,2018-02-21,123.0,37.0,20404.0,1100.0,2.0,2018.0,theshapeofwater,"De
Guillermo del Toro"
Dunkirk,4.1,3.9,240850,185148101.0,2017-07-19,107.0,25.0,31480.0,1760.0,7.0,2017.0,dunkirk,"De
Christopher Nolan"
War For The Planet Of The Apes,3.7,4.0,226244,130449389.0,2017-08-02,140.0,29.0,24691.0,955.0,8.0,2017.0,warfortheplanetoftheapes,"De
Matt Reeves"
Wind River,3.5,4.0,244382,31645630.0,2017-08-30,107.0,23.0,5949.0,406.0,8.0,2017.0,windriver,"De
Taylor Sheridan"
Beauty And The Beast,3.1,3.8,228322,497924628.0,2017-03-22,129.0,23.0,11544.0,803.0,3.0,2017.0,beautyandthebeast,"De
Bill Condon"
All The Money In The World,2.9,3.4,254521,20153135.0,2017-12-27,133.0,18.0,2498.0,218.0,12.0,2017.0,allthemoneyintheworld,"De
Ridley Scott"
Murder on the Orient Express,2.8,3.3,225870,97310249.0,2017-12-13,109.0,24.0,9804.0,705.0,12.0,2017.0,murderontheorientexpress,"De
Kenneth Branagh"
King Arthur: Legend Of The Sword,2.7,3.3,178855,37176629.0,2017-05-17,126.0,19.0,8449.0,668.0,5.0,2017.0,kingarthurlegendofthesword,"De
Guy Ritchie"
Life,3.3,3.5,244761,22369239.0,2017-04-19,104.0,23.0,9508.0,812.0,4.0,2017.0,life,"De
Daniel Espinosa"
American Made,2.9,3.7,227043,45473385.0,2017-09-13,115.0,28.0,5659.0,313.0,9.0,2017.0,americanmade,"De
Doug Liman"
The Greatest Showman,2.7,4.2,170828,164644800.0,2018-01-24,104.0,25.0,10960.0,921.0,1.0,2018.0,thegreatestshowman,"De
Michael Gracey"
Alien: Covenant,3.2,2.8,208314,71238791.0,2017-05-10,122.0,29.0,11519.0,1189.0,5.0,2017.0,aliencovenant,"De
Ridley Scott"
What Happened to Monday?,3.0,3.8,200686,1862681.0,2017-08-30,124.0,13.0,21802.0,1068.0,8.0,2017.0,whathappenedtomonday,"De
Tommy Wirkola"
Kong: Skull Island,3.0,3.2,170399,161246181.0,2017-03-08,119.0,26.0,10242.0,753.0,3.0,2017.0,kongskullisland,"De
Jordan Vogt-Roberts"
The Star,,3.7,248582,32311133.0,2017-11-15,87.0,,476.0,46.0,11.0,2017.0,thestar,"De
Timothy Reckart"
Gifted,2.6,4.2,240263,19209332.0,2017-09-13,101.0,19.0,4112.0,239.0,9.0,2017.0,gifted,"De
Marc Webb"
Justice League,2.1,2.7,126527,219595572.0,2017-11-15,120.0,18.0,20457.0,1043.0,11.0,2017.0,justiceleague,"De
Zack Snyder"
Baby Driver,3.7,3.9,230453,91967206.0,2017-07-19,113.0,21.0,13671.0,732.0,7.0,2017.0,babydriver,"De
Edgar Wright"
Phantom Thread,4.3,3.8,247980,374935.0,2018-02-14,131.0,34.0,5372.0,299.0,2.0,2018.0,phantomthread,"De
Paul Thomas Anderson"
"I, Tonya",3.5,4.0,246064,148151.0,2018-02-21,120.0,32.0,4256.0,274.0,2.0,2018.0,itonya,"De
Craig Gillespie"
You Were Never Really Here,3.3,2.9,247450,164949.0,2017-11-08,90.0,35.0,2882.0,244.0,11.0,2017.0,youwereneverreallyhere,"De
Lynne Ramsay"
Mother!,2.8,2.8,241747,16310224.0,2017-09-13,122.0,25.0,5963.0,829.0,9.0,2017.0,mother,"De
Darren Aronofsky"
"Roman J. Israel, Esq.",2.5,3.2,249766,6201114.0,2018-03-14,123.0,10.0,1040.0,77.0,3.0,2018.0,romanjisraelesq,"De
Dan Gilroy"
Kingsman: The Golden Circle,3.1,3.8,237561,94580239.0,2017-10-11,141.0,31.0,12927.0,680.0,10.0,2017.0,kingsmanthegoldencircle,"De
Matthew Vaughn"
Jumanji: Welcome to the Jungle,2.6,3.5,210318,397250264.0,2017-12-20,119.0,19.0,11616.0,799.0,12.0,2017.0,jumanjiwelcometothejungle,"De
Jake Kasdan"
The Wall,3.1,3.0,246247,77822.0,2017-06-07,88.0,19.0,1567.0,150.0,6.0,2017.0,thewall,"De
Doug Liman"
Papillon,2.5,3.7,241608,66526.0,2018-08-15,117.0,6.0,1846.0,108.0,8.0,2018.0,papillon,"De
Michael Noer"
Lady Bird,3.8,3.6,32941,25968628.0,2018-02-28,95.0,34.0,5033.0,290.0,2.0,2018.0,ladybird,"De
Greta Gerwig"
Transformers: The Last Knight,2.3,2.3,198592,124952206.0,2017-06-28,149.0,18.0,5894.0,507.0,6.0,2017.0,transformersthelastknight,"De
Michael Bay"
Geostorm,2.0,2.2,228321,31720572.0,2017-11-01,109.0,4.0,3653.0,370.0,11.0,2017.0,geostorm,"De
Dean Devlin"
The Fate of the Furious,3.1,3.6,221541,222542930.0,2017-04-12,136.0,21.0,9549.0,549.0,4.0,2017.0,thefateofthefurious,"De
F. Gary Gray"
Jigsaw,1.7,2.6,181102,36462005.0,2017-11-01,92.0,3.0,3156.0,283.0,11.0,2017.0,jigsaw,"De
Michael Spierig,
Peter Spierig"
The Upside,,2.8,205727,99707367.0,2019-04-18,126.0,,622.0,60.0,4.0,2019.0,theupside,"De
Neil Burger"
"Three Billboards Outside Ebbing, Missouri",3.9,4.2,245010,13537057.0,2018-01-17,116.0,35.0,15246.0,805.0,1.0,2018.0,threebillboardsoutsideebbingmissouri,"De
Martin McDonagh"
Wonder,3.0,4.2,232132,109083015.0,2017-12-20,111.0,25.0,7586.0,370.0,12.0,2017.0,wonder,"De
Stephen Chbosky"
Wonder Woman,3.1,3.7,173720,395244373.0,2017-06-07,141.0,19.0,29773.0,1076.0,6.0,2017.0,wonderwoman,"De
Patty Jenkins"
The Exception,,3.6,237848,,2017-11-30,107.0,,248.0,21.0,11.0,2017.0,theexception,"De
David Leveaux"
Downsizing,3.2,2.1,232910,17178365.0,2018-01-10,136.0,36.0,5657.0,732.0,1.0,2018.0,downsizing,"De
Alexander Payne"
The Mummy,2.3,2.4,207060,74730235.0,2017-06-14,111.0,20.0,7718.0,610.0,6.0,2017.0,themummy,"De
Alex Kurtzman"
Going In Style,3.0,3.3,233405,40536301.0,2017-05-03,96.0,19.0,3142.0,210.0,5.0,2017.0,goinginstyle,"De
Zach Braff"
Spider-Man: Homecoming,3.5,3.5,209778,330245988.0,2017-07-12,133.0,26.0,27907.0,997.0,7.0,2017.0,spidermanhomecoming,"De
Jon Watts"
A Cure For Wellness,3.2,3.2,232128,4356941.0,2017-02-15,147.0,19.0,4121.0,394.0,2.0,2017.0,acureforwellness,"De
Gore Verbinski"
Pirates of the Caribbean: Dead Men Tell No Tales,2.8,3.4,189525,165581133.0,2017-05-24,129.0,19.0,27388.0,898.0,5.0,2017.0,piratesofthecaribbeandeadmentellnotales,"De
Joachim Rønning,
Espen Sandberg"
Valerian and the City of a Thousand Planets,3.0,3.3,237821,30186232.0,2017-07-26,137.0,31.0,29730.0,2258.0,7.0,2017.0,valerianandthecityofathousandplanets,"De
Luc Besson"
Every Day,,3.5,256956,5243158.0,2020-12-31,98.0,,288.0,15.0,12.0,2020.0,everyday,"De
Michael Sucsy"
Star Wars: The Last Jedi,3.6,3.0,215099,604273911.0,2017-12-13,152.0,40.0,39570.0,4575.0,12.0,2017.0,starwarsthelastjedi,"De
Rian Johnson"
Ghost In The Shell,3.0,3.3,226739,31573450.0,2017-03-29,107.0,26.0,9216.0,720.0,3.0,2017.0,ghostintheshell,"De
Rupert Sanders"
Okja,4.1,3.9,241477,,2020-04-10,118.0,14.0,8783.0,265.0,4.0,2020.0,okja,"De
Bong Joon Ho"
Baywatch,1.8,2.6,89997,51113342.0,2017-06-21,117.0,15.0,6940.0,405.0,6.0,2017.0,baywatch,"De
Seth Gordon"
The Dark Tower,2.4,2.4,146417,41673047.0,2017-08-09,95.0,11.0,4246.0,343.0,8.0,2017.0,thedarktower,"De
Nikolaj Arcel"
HHhH,3.0,3.7,237734,242999.0,2017-06-07,120.0,26.0,4499.0,298.0,6.0,2017.0,hhhh,"De
Cédric Jimenez"
Logan,3.9,4.1,225116,218057408.0,2017-03-01,137.0,26.0,30925.0,1241.0,3.0,2017.0,logan,"De
James Mangold"
The Post,4.2,3.9,254356,76598006.0,2018-01-24,117.0,37.0,7738.0,575.0,1.0,2018.0,thepost,"De
Steven Spielberg"
Thor: Ragnarok,3.4,3.8,223252,306527536.0,2017-10-25,131.0,26.0,25242.0,848.0,10.0,2017.0,thorragnarok,"De
Taika Waititi"
The Circle,2.6,2.6,234164,18943251.0,2017-07-12,110.0,16.0,4534.0,397.0,7.0,2017.0,thecircle,"De
James Ponsoldt"
Guardians of the Galaxy Vol. 2,3.4,4.0,226995,380236369.0,2017-04-26,136.0,27.0,32366.0,997.0,4.0,2017.0,guardiansofthegalaxyvol2,"De
James Gunn"
Escape Room,,1.4,251052,,2018-02-14,88.0,,899.0,162.0,2.0,2018.0,escaperoom,"De
Will Wernick"
The Promise,2.2,3.9,238649,4095718.0,2017-11-29,133.0,14.0,755.0,84.0,11.0,2017.0,thepromise,"De
Terry George"
The Endless,,2.6,255963,,2019-04-18,116.0,,442.0,51.0,4.0,2019.0,theendless,"De
Justin Benson,
Aaron Moorhead"
Extortion,,2.8,235436,,2017-09-12,110.0,,154.0,13.0,9.0,2017.0,extortion,"De
Phil Volken"
Security,,2.4,241662,,2017-10-12,88.0,,403.0,48.0,10.0,2017.0,security,"De
Alain Desrochers"
The Boss Baby,3.4,3.3,229678,168982941.0,2017-03-29,98.0,18.0,5641.0,310.0,3.0,2017.0,thebossbaby,"De
Tom McGrath"
The Snowman,1.7,2.1,198938,3372565.0,2017-11-29,119.0,19.0,1783.0,194.0,11.0,2017.0,thesnowman,"De
Tomas Alfredson"
Molly's Game,3.5,3.9,233140,14073138.0,2018-01-03,140.0,33.0,5675.0,353.0,1.0,2018.0,mollysgame,"De
Aaron Sorkin"
Saban's Power Rangers,2.4,2.7,228784,80563748.0,2017-04-05,124.0,15.0,3620.0,340.0,4.0,2017.0,sabanspowerrangers,"De
Dean Israelite"
Fifty Shades Of Grey 2: Fifty Shades Darker,1.5,2.3,209893,112945330.0,2017-02-08,118.0,15.0,6139.0,460.0,2.0,2017.0,fiftyshadesofgrey2fiftyshadesdarker,"De
James Foley"
Flatliners,1.5,2.2,197082,12504623.0,2017-11-22,110.0,4.0,2293.0,208.0,11.0,2017.0,flatliners,"De
Niels Arden Oplev"
